R_ID,Name,Elinfo
1153,small mammal,Cervical
1154,Human,
1155,Artiodactyl,Craniumfrag
1156,Lagomorph (L),IliumIliumfrag
1157,large mammal,shaftfrag
1158,bird,shaft
1159,Human,
1160,Artiodactyl,Ribshaft
1161,Tuza,ScapulaHead +Neck
1162,medium-large mammal,?Scapulaborder
1163,medium-large mammal,ribshaft
1164,medium-large mammal,Ribshaft
1165,medium-large mammal,shaftfrag
1166,medium mammal,ribshaft
1167,Guajolote,pygostyle
1168,Bird,shaftfrag
1169,Bird,shaftfrag
1170,Unknown,shaftfrag
1171,Human,
1172,Quail,Sternumanterior and keel
1173,Guajolote,tibiotarsusshaft
1174,Bird,Vert NDVert NDfrag
1175,cf. Guajolote,Ph1III
1176,bird,shaftpos. tibiotarsus
1177,fish,spinedorsal
1178,White-tailed deer,Femurshaft
1179,Artiodactyl,ribhalf head and shaft
1180,medium-large mammal,needledistal point
1181,medium-large mammal,frag
1182,medium-large mammal,shaftfrag
1183,Quail,tibiotarsus
1184,,
1185,BUNNY,Pelvis AcetabulumPelvis Acetabulum
1186,Bird,shaftfrag
1187,Bird,Vert NDVert NDspinous process
1188,mammal,frag
1189,Guajolote,tarsometatarsusdistal and shaft
1190,medium-large mammal,shaftfrag
1191,medium mammal,ribshaft
1192,Artiodactlya,long boneshaft
1193,large mammal,?frags
1194,medium-large mammal,ribshaft
1195,bird,shaftfrag
1196,unknown,unknown
1197,bird,ulna
1198,cunicularius,HumerusProx
1199,cunicularius,ScapulaHead/neck
1200,small mammal,rib
1201,mammal,frag
1202,Slider turtle,Carapacemarginal scute
1203,,"Pelvis Acetabulumfrag of ilium, mostly just the acetabulum"
1204,cf. White-tail,Femurshaft and part of lesser trohanter
1205,cf. White-tail,mandiblecoronoid process
1206,bird,shaft
1207,Artiodactyla,ThoracicThoracicspine
1208,Pig,Ulnaradial articuar facet and shaft
1209,Cattle,Ph 2
1210,Sheep/goat,Tarsalcentral
1211,Sheep/goat,Femurgreater trochanter
1212,Artiodactyla,Ribshaft and some head
1213,medium mammal,ribshaft
1214,medium-large mammal,shaftfrag
1215,medium-large mammal,Pelvis NDPelvis NDfrag of ilium or ischium
1216,medium-large mammal,shaftfrag
1217,medium-large mammal,frag
1218,mammal,frag
1219,large mammal,needle
1220,mammal,frag
1221,large mammal,Ph ND1 or 2
1222,large mammal,shaftshaft with portion of epiphysis
1223,medium-large mammal,shaftfrag
1224,medium-large mammal,shaftfrag
1225,small mammal,craniumnasal
1226,medium-large mammal,shaftfrag
1227,medium-large mammal,Vert NDepiphysis
1228,Artiodactlya,LumbarLumbar
1229,White-tailed deer,Antlertine
1230,Eastern cottontail,"Mand/Tthanterior including partial I1 and most of P3, whole P4, M1"
1231,small mammal,Cervical
1232,small mammal,ThoracicThoracic
1233,medium-large mammal,Needle
1234,medium-large mammal,frag
1235,human,
1236,bird,frag
1237,Waterfowl,Sternumcoracoid facets
1238,Waterfowl,Radius
1239,Bird,Cranium
1240,Galliformes,Sternumkeel
1241,Human,shaft
1242,White-tailed deer,Ph 2
1243,medium mammal,Cervical
1244,medium-large mammal,shaftfrag
1245,human,
1246,cf guajolote,tibiotarsusshaft
1247,medium-large mammal,shaftfrag
1248,White-tailed deer,Radiusproximal
1249,medium mammal,Cervical
1250,Artiodactlya,Ribshaft
1251,medium-large mammal,frag
1252,Human,
1253,medium-large mammal,frag
1254,Human,
1255,Bird,Radiusshaft
1256,Unknown,
1257,Testudines,carapace or plastron
1258,Testudines,carapacecostal scute
1259,Bird,humerus
1260,Mammal or Bird,Frag
1261,White-tailed deer,Radiusdistal
1262,Waterfowl,Tarsometatarsus
1263,medium-large mammal,frag
1264,Human,
1265,White-tailed deer,Femurshaft and lesser trochanter
1266,Guajolote,Tibiotarsusshaft
1267,medium-large mammal,Craniumfrag
1268,medium-large mammal,Shaftfrag
1269,mammal,frag
1270,Human,
1271,medium-large mammal,frag
1272,unknown,
1273,medium-large mammal,shaftfrag
1274,Phasinidae,Tarsometatarsus
1275,White-tailed deer,Tth NDND
1276,human,
1277,Tlacuache,Femurdistal medial condyle
1278,Tuza,Tibia
1279,medium-large mammal,frag
1280,medium-large mammal,fragpelvis frag?
1281,medium mammal,Vert NDepiphysis
1282,bird,shaftfrag
1283,Human,
1284,Tuza,Tibia
1285,medium-large mammal,cranial frag
1286,Human,
1287,large mammal,shaft frag
1288,large mammal,shaft frag
1289,medium-large mammal,cranial frag
1290,pig,Iliumiliumfrag of greater sciatic notch with some body and part of the auricular surface
1291,Cottontail,MtV
1292,Waterfowl,Tarsometatarsus
1293,Waterfowl,Ulna
1294,medium mammal,Caudal
1295,medium mammal,Femur
1296,Bird,tibiotarsusshaft
1297,large mammal,shaft frag
1298,medium-large mammal,shaft frag
1299,medium-large mammal,frag
1300,medium-large mammal,frag
1301,Human,
1302,dog,Ph 1
1303,fish,frag
1304,medium-large mammal,frag
1305,human,
1306,Bird,ulnashaft
1307,Bird,vert NDVert ND
1308,shell,shell
1309,medium-large mammal,needle
1310,medium mammal,thoracicThoracicbody
1311,medium-large mammal,shaftfrag
1312,medium-large mammal,shaftfrag
1313,Human,
1314,Waterfowl,Mandibleposterior
1315,Quail,Sternumanterior and posterior
1316,dog,Mandibleposterior
1317,medium mammal,Ribhead and shaft
1318,medium-large mammal,Ribshaft frag
1319,medium-large mammal,frag
1320,Human,
1321,medium mammal,Ribhead and shaft
1322,medium-large mammal,frag
1323,human,
1324,White-tailed deer,Antlertine and base
1325,large mammal,frag
1326,human,
1327,small mammal,lumbarLumbar
1328,medium-large mammal,shaftfrag
1329,unknown,frag
1330,Human,
1331,Hooded skunk,ulnashaft and distal portion of trochlea notch
1332,Hooded skunk,Radiusdistal
1333,Hare,Radiusproximal
1334,Waterfowl,Mandiblecentral portion
1335,Waterfowl,Humerusdistal shaft
1336,Human,
1337,White-tailed deer,Antlertip of tine
1338,Hare,scapulacaudal border
1339,Bird,frag
1340,medium-large mammal,shaftfrag
1341,medium-large mammal,shaftfrag
1342,medium-large mammal,shaftfrag
1343,mammal,frag
1344,Human,
1345,Mammal,unknownfrag
1346,Human,
1347,Human,
1348,medium mammal,rib
1349,Brocket deer,Mcdistal
1350,name,Pelvis Acetabulumpelvis acetabulum
1351,large mammal,needle
1352,mammal,frag
1353,White-tailed deer,Ph 2
1354,dog,Tth lwI2I2
1355,medium-large mammal,shaftfrag
1356,Human,
1357,Lagomorph,Femurshaft frag
1358,small mammal,Femurhead
1359,medium-large mammal,shaftfrag
1360,mammal,frag
1361,Human,
1362,Mud turtle,plastronhypo/hyoplastron/abdonimal
1363,Human,shaftfrag
1364,small rodent,Femur
1365,bird,shaftfrag
1366,mammal,frag
1367,Rail,Tibiotarsusdistal
1368,Northern bobwhite,Tarsometatarsus
1369,Bird,Tibiotarsusshaft
1370,Waterfowl,Pelvissynsacrum and acetabulum of R pelvis
1371,Waterfowl,Unlashaft
1372,dog,"Craniumtemporal and occipital fragment, including zygomatic process of temporal"
1373,Artiodactyl,Scapulacranial angle
1374,Artiodactyl,Ribone of the first ribs
1375,Artiodactyl,Ribone of the first ribs
1376,bunny,Humerusdistal
1377,Leporidae,Premaxilla
1378,Artiodactyl,LumbarLumbar
1379,small mammal,Cervical
1380,Artiodactyl,Tibialateral shaft frag
1381,Artiodactyl,Metacarpalshaft
1382,medium mammal,rib
1383,medium-large mammal,shaftfrag
1384,medium-large mammal,frag
1385,Eastern cottontail,"Craniumfrontal, L temporal, L nasal"
1386,Eastern cottontail,Scapulamissing caudal angle
1387,Northern bobwhite,sternumanterior keel
1388,Waterfowl,Scapuladistal
1389,passerine,Tibiotarsusshaft with portion of fib crest
1390,dog,Craniumnasal
1391,medium-large mammal,shaftfrag
1392,mammal,frag
1393,Artiodactyl,Rib
1394,hare,HumerusHead
1395,bird,frag
1396,Human?,Tibiashaft frag
1397,bird,Frag
1398,Waterfowl,Mandiblefrag
1399,mammal,frag
1400,mammal,shaftfrag
1401,Artiodactyl,Ribhead
1402,Artiodactyl,Craniumorbit/frontal frag
1403,bunny,Humerushead frag and greater tubercle
1404,Leporidae,Atlas
1405,Dog,Tth upP4
1406,Artiodactyl,IliumPelvisilium - tuber sacrale
1407,American coot,Tarsometatarsus
1408,Northern bobwhite,Tarsometatarsusdistal
1409,Waterfowl,Humerusshaft
1410,Bird,Pelvis acetabulumishium and small frag of acetabulum
1411,Bird,shaftfrag
1412,medium-large mammal,Ribfrag
1413,medium-large mammal,shaftfrag
1414,medium-large mammal,frag
1415,Smokey pocket gopher,Femurdistal
1416,medium-large mammal,frag
1417,Waterfowl,Tarsometatarsus
1418,bird,shaft
1419,Human,shaftprobably femur
1420,Mud turtle,Carapacecostal scute
1421,medium-large mammal,Needle
1422,large mammal,Needle
1423,large mammal,Awl
1424,Smokey pocket gopher,Mandiblebody
1425,turtle,carapace or plastron
1426,Mammal,frag
1427,Human,
1428,White-tailed deer,IschiumPelvisIschium
1429,Artiodactyl,Ribshaft
1430,dog,tth upM1
1431,Hare,"LumbarL1, L2, L3Lumbar1, 2, 3"
1432,Hare,Sacrums3
1433,medium-large mammal,shaftfrag
1434,large mammal,shaftfrag
1435,large mammal,craniumfrag with brain case
1436,mammal,shaft
1437,Human,
1438,Waterfowl,Femurshaft
1439,Marine fish,Precaudal vert
1440,Bird or Mammal,Rib?frag
1441,Bird,Tibiotarsusdistal
1442,medium mammal,Cervicalfrag
1443,Human,
1444,Artiodactyl,"Craniumfragment of petrous temporal, bone that makes us the external auditory meatus"
1445,medium mammal,Ribshaft frag
1446,Human,
1447,medium-large mammal,shaftfrag
1448,Artiodactyl,Pubis/ischiumPelvisPubis body/ishium
1449,Human,
1450,Artiodactyl,Lumbar vertLumbar
1451,medium mammal,Cervical
1452,Cottontail,MtIII
1453,dog,MetacarpalIII
1454,Human,
1455,Bird,shaft
1456,Squirrel,HumerusDistal
1457,Waterfowl,Humerusproximal
1458,Waterfowl,Coracoidproximal
1459,*large bird,Synsacrumlumbar
1460,bird,frag
1461,large mammal,ribfrag
1462,mammal,shaftfrag
1463,medium-large mammal,Vert NDfrag
1464,Human,
1465,Waterfowl,Coracoidanterior (glenoid end)
1466,Waterfowl,Sternumanterior frag
1467,dog,Cranialnasal
1468,dog,Tth upM1
1469,dog,Tth lowI3
1470,bunns,CranialFrontal
1471,Squirrel,Ulna
1472,Artiodactyl,Cranialpre/maxilla
1473,small-medium mammal,LumbarLumbar
1474,medium-large mammal,Cranialsphenoid wing frag
1475,medium-large mammal,Frag
1476,medium-large mammal,Shaft
1477,large mammal,shaftneedle or some other cylindical tool
1478,large mammal,shaftspatula?
1479,bird or mammal,shaft
1480,bird or mammal,frag
1481,Shell,Shell
1482,Human,
1483,dog,Tth NDCanine
1484,dog,McV
1485,Waterfowl,Tarsometatarsus
1486,Waterfowl,MandibleAngular
1487,Artiodactyl,Tibiashaft
1488,medium mammal,Rib
1489,large mammal,Shaftfrag
1490,mammal,frag
1491,Human,
1492,dog,Pelvis Acetabulumpelvis acetabulumischium
1493,Waterfowl,coraciod
1494,medium-large mammal,shaftfrag
1495,medium-large mammal,ribfrag
1496,large mammal,shaftspatula
1497,Human,
1498,Human,
1499,large mammal,shaftspatula?
1500,dog,Tth LowCanine
1501,medium mammal,ribfrag
1502,bird or mammal,shaft
1503,Waterfowl,Sternum
1504,Bird,Ulna
1505,Human,
1506,White-tailed deer,MetacarpalDista
1507,White-tailed deer,Antlerfrag
1508,buns,Femur
1509,buns,Tibia
1510,Hare,MtIV
1511,Leporidae,IliumPelvisilium articular surface
1512,small mammal,LumbarLumbar
1513,small-medium mammal,shaft
1514,large mammal,Ribshaft
1515,dog,Tth NDCanine
1516,Carangidae,Dentaryposterior 
1517,Marine fish,Dorsal spineprox. 
1518,fish,frag
1519,bird or mammal,shaft
1520,mammal,frag
1521,Human,
1522,White-tailed deer,Femurprx
1523,Artiodactyl,Ribshaft
1524,buns,Pelvis AcetabulumPelvis acetabulumcentral including part of all three
1525,tortuga,carapacescute
1526,medium mammal,ribshaft
1527,medium-large mammal,frag
1528,mammal,frag
1529,human,
1530,tortuga,"carapacefront right peripheral scute, where plastron and carapace meet"
1531,mammal,
1532,dog,Craniumtemporal
1533,dog,CraniumPremaxilla
1534,Hare,Radius
1535,buns,Radiusprox
1536,Hare,Ribprox
1537,small-medium mammal,LumbarLumbar
1538,Artiodactyl,Cervicalpost. Epiphysis
1539,large mammal,ribfrag
1540,medium-large mammal,shaftfrag
1541,large mammal,shaftfrag
1542,human,
1543,dog,Humeruscomplete unfused shaft
1544,dog,McIII
1545,dog,Mpnot sure which
1546,dog,Craniumbasioccipital
1547,dog,"Craniumnasal, anterior portion"
1548,dog,Craniumpalatine
1549,dog,Pelvis AcetabulumPelvis acetabulumischium including acetab
1550,White-tailed deer,Antlertine
1551,Artiodactyl,ribshaft
1552,Smokey pocket gopher,IliuminnominateIlium
1553,Tuza,ulnaproximal
1554,Cottontail,Femurprox
1555,medium-large mammal,Vert NDepiphyses
1556,medium-large mammal,Shaftfrag
1557,medium-large mammal,frag
1558,mammal,shaftfrag
1559,mammal,frag
1560,Waterfowl,"carpometacarpusmost, missing a bit from each end and McIII"
1561,Bird,mandible or premaxillafrag
1562,Bird,shaftfrag
1563,dog,Tth upM2
1564,Waterfowl,Coracoidmost of shaft
1565,Loberro?,Mt III
1566,Tuza,Humerusdistal
1567,medium-large mammal,shaftfrag
1568,mammal,frag
1569,Human,
1570,Mammal,frag
1571,Human,
1572,dog,Tibiadistal shaft
1573,rodent,Tth NDincisor
1574,mammal,shaftfrag
1575,Human,
1576,Squirrel,HumerusDistal
1577,Tuza,ulnaprox shaft
1578,Tuza,Radiusprox
1579,dog,Tibia
1580,Leporidae,Ribprox
1581,Charadriiformes,Tarsometatarsus
1582,small mammal,Patella
1583,small-medium mammal,Rib
1584,medium-large mammal,Vert NDepiphyses
1585,medium-large mammal,shaftfrag
1586,medium-large mammal,ribfrag
1587,bird,shaftfrag
1588,,
1589,Rodentia,Mandible
1590,medium mammal,Ribfrag
1591,bird or mammal,shaftfrag
1592,turtle,Carapaceneural scute
1593,dog,Tth upP4
1594,small mammal,Ribshaft
1595,medium-large mammal,shaftfrag
1596,mamal,shaftfrag
1597,medium-large mammal,frag
1598,bird or mammal,frag
1599,Human,
1600,Gastropod,
1601,Human,
1602,Hotbuns,MtIV
1603,cf. loberro,Tth lowM1
1604,White-tailed deer,Femurprox shaft
1605,Artiodactyl,thoracicThoracic
1606,Human,worked bone
1607,Bird,tarsometatarsusshaft
1608,mammal,shaft
1609,Cottontail,Scapulacaudal angle and border
1610,Tuza,Mandibleant.
1611,bird or mammal,frag
1612,small mammal,ribfrag
1613,medium-large mammal,frag
1614,large mammal,ribshaft
1615,medium-large mammal,needleshaft
1616,Tuza,Radiusno epihyses
1617,Waterfowl,Humerusprox
1618,Waterfowl,Humerusdistal
1619,Waterfowl,Ulnaprox
1620,medium mammal,Ph 1
1621,medium mammal,Ph 1prox
1622,Gastropod,shell
1623,dog,Tth lowP3
1624,mammal,frag
1625,bird or mammal,frag
1626,Human,
1627,dog,Ph 2?
1628,Carnivora,McV
1629,Waterfowl,TibiotarsusDIST
1630,Bird,Tarsometatarsusprox
1631,small mammal,Craniumzygomatic frag
1632,medium-large mammal,frag
1633,Human,
1634,White-tailed deer,Femurdistal shaft frag inclu. Muscular attachment
1635,dog,Tth upI3
1636,dog,"Atlasfrag of cranial facet, superior L side"
1637,medium mammal,Ph1
1638,Marine fish,Pteryiophoresbasal part of the dorsal spine
1639,bird or mammal,frag
1640,Squirrel,Radius
1641,Mammal,frag
1642,Human,
1643,dog,Tth lowC1
1644,medium-large mammal,frag
1645,Mammal,shaft
1646,mammal,Hyoid?
1647,dog,Tth lowM2
1648,buns,Humerusdistl
1649,mammal,shaft
1650,,
1651,medium-large mammal,frag
1652,human,
1653,dog,Tth lowPm4
1654,small-medium mammal,"Craniumfrag, likely parietal"
1655,medium-large mammal,shaftfrag
1656,Mammal,frag
1657,Human,
1658,Hare,MtIV
1659,small-medium mammal,shaft
1660,medium-large mammal,shaft
1661,medium-large mammal,frag
1662,Human,
1663,White-tailed deer,Humerusdistal
1664,White-tailed deer,Tibiaprox epiphysis
1665,White-tailed deer,Tth upDp3
1666,White-tailed deer,Tth lowIncisor
1667,Hare,Tibiadistal
1668,dog,Radiusshaft
1669,tuza,Tth upIncisor
1670,Cottontail,"Pelvis AcetabulumInnominate acetabulumIschium, acetab (whole) and part of pubis"
1671,bird,frag
1672,small-medium mammal,ribhead
1673,medium-large mammal,frag
1674,medium-large mammal,shaftflake
1675,Artiodactyl,Ribshaft
1676,small mammal,ribhead
1677,medium-large mammal,fragwork frag
1678,Mammal,frag
1679,Human,
1680,Northern bobwhite,Tibiotarsusdistal shaft
1681,bird,shaft
1682,bird,frag
1683,mammal,frag
1684,Human,
1685,small mammal,shaft
1686,medium-large mammal,shaft
1687,Leporidae,Premaxillaant. 
1688,Artiodactyl,Mandiblefrag of acending ramus
1689,medium-large mammal,frag
1690,Waterfowl,Radiusdistal
1691,Birf,shaftfrag
1692,Waterfowl,Coracoid
1693,bunz,"Pelvis AcetabulumInnominate acetabulumAcetabulum, most of ischium, half of illium"
1694,medium-large mammal,ribfrag
1695,medium-large mammal,shaftfrag
1696,medium-large mammal,fragtool frag
1697,Human,
1698,Mammal,worked boneshaft?
1699,Mammal,shaftworked bone
1700,Mammal,frag
1701,human,
1702,Mammal,frag
1703,human,
1704,Waterfowl,Ulna
1705,Bird,Vert NDVert ND
1706,Dog,MtIV
1707,mammal,shaftfrag
1708,human,
1709,Mammal,frag
1710,White-tailed deer,Humerusshaft
1711,human,
1712,White-tailed deer,Radiusprox
1713,White-tailed deer,Scapuladistal (i.e. cranial) blade and neck
1714,Loberro,Tth lowC
1715,Mammal,Cranialfrag
1716,Mammal,frag
1717,medium-large mammal,shaft
1718,medium-large mammal,frag
1719,Shell,shell
1720,mammal,shaft
1721,human,
1722,large mammal,shaftworked
1723,Artiodactyl,Radiusshaft
1724,medium-large mammal,needleproximal
1725,mammal,shaftfrag worked
1726,Human,
1727,medium-large mammal,shaft
1728,small mammal,ribhead
1729,Waterfowl,sternumside fragment
1730,Mammal,frag
1731,Mammal,rib
,,
